Assembly	NRP.met	NRPS	HYDROXAMATE	SALICYLATE	OHASP	OHHIS	PYOVERDINE	CATECHOL	GRAMININE	DMAQ	K	P	C	O	F	G
GCF_001685395.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
GCF_006542275.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus
GCF_001421015.2	1	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
GCF_009363075.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
GCF_001644605.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	DY6	Paenibacillus
GCF_009728935.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	PaenibacillusC
GCF_003856495.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Staphylospora
GCF_013265585.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	DSM-45169	Kroppenstedtia
GCF_013282215.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	DSM-45169	Kroppenstedtia
GCF_002005165.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Novibacillaceae	Novibacillus
GCF_000020005.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Natranaerobiia	Natranaerobiales	Natranaerobiaceae	Natranaerobius
GCF_014467015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Proteinivoracia	Proteinivoracales	Proteinivoraceae	Alkalicella
GCF_000166415.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
GCF_000165465.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
GCF_000020485.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halanaerobiales	Halothermotrichaceae	Halothermothrix
GCF_000328625.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halobacteroidales	Halobacteroidaceae	Halobacteroides
GCF_000144695.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halobacteroidales	Acetohalobiaceae	Acetohalobium
GCF_003991135.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	DY22613	DY22613	Anoxybacter
GCF_001544015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda
GCF_000009905.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteriaceae	Symbiobacterium
GCF_000184705.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Thermaerobacteria	Thermaerobacterales	Thermaerobacteraceae	Thermaerobacter
GCF_000724625.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas
GCF_000025345.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus
GCF_009834025.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Antricoccaceae	Epidermidibacterium
GCF_000013345.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia
GCF_000058485.1	2	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia
GCF_000166135.1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia
GCF_000732925.1	2	7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis
GCF_003312875.1	2	9	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis
GCF_000023865.1	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharomonospora
GCF_002240355.1	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharomonospora
GCF_001302585.1	1	8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Kibdelosporangium
GCF_001701025.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Lentzea
GCF_009498035.1	2	13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
GCF_000328705.1	1	9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
GCF_000023245.1	2	8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
GCF_002354875.1	2	5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
GCF_009664835.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Allosaccharopolyspora
GCF_002263515.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinopolyspora
GCF_000062885.1	2	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharopolyspora
GCF_001941625.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus
GCF_002234535.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus
GCF_001747425.1	1	7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus
GCF_003945385.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia
GCF_013155125.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia
GCF_010731775.1	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_000277125.1	1	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731595.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731655.1	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010730575.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010730745.1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010730355.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731715.1	1	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010727605.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_002356315.1	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010730195.1	1	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_000157895.3	2	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_900292015.1	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_013466425.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_003614435.1	2	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010730055.1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731535.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_000340435.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010727945.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731635.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010728725.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731755.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010729485.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731895.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731875.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010726245.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731855.1	1	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_900187065.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_900603025.1	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010725725.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731795.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010726085.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010728925.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010725485.1	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_900637195.1	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010729305.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010726645.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010728325.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010727475.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_002157835.1	1	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731295.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010727325.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010728155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731575.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731695.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731735.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731815.2	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_008329645.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010729665.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731115.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_900637205.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010729895.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010731615.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010726955.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_010725885.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_001605725.1	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_001456355.1	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_001632805.1	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_002356335.1	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_004924335.1	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
GCF_000092825.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Segniliparus
GCF_000024785.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia
GCF_014041935.1	1	5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia
GCF_003855095.1	2	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia
GCF_001305675.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia
GCF_007559005.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia
GCF_002993285.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia
GCF_000092225.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Tsukamurella
GCF_000284035.1	2	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia
GCF_001886715.1	2	11	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia
GCF_900637185.1	3	10	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia
GCF_014466955.1	2	11	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia
GCF_013744875.1	4	13	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia
GCF_003813965.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_003814005.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_004114895.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_003813985.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_902702935.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_000980835.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_000550805.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_001020985.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_014490555.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_002287505.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_003070865.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_011038645.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_007641235.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_900187295.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
GCF_001021065.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium
