ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","Oxygen tolerance"
,,,,,246432.120,
,,,,,GCA_002901955,
14648,241,"DSM 13212, ATCC BAA 274, CIP 106114, CCUG 43834",1,"Mammaliicoccus fleurettii",150056.28,aerobe
,,,,,GCA_003970575,
14544,"SM 131","DSM 20263, ATCC 29970, CCM 2737, CCUG 7323, NCTC 11042, JCM 2416, BCRC 12923, CECT 4900, CIP 81.56, KCTC 3341, LMG 13349, NBRC 109768, NCIMB 14489, NRRL B-14755, VTT E-97770",1,"Staphylococcus haemolyticus",1283.594,aerobe
,,,,,1283.646,
,,,,,1283.682,
,,,,,1283.729,
,,,,,CP035291,
,,,,,GCA_002901805,
,,,,,GCA_006094395,
,,,,,GCA_007992795,
,,,,,GCA_900458595,
,,,,,PPQA00000000,
14636,"DM 122","DSM 20328, ATCC 27844, JCM 31912, CCUG 35516, BCRC 12156, CCM 3474, CECT 234, CIP 81.57, JCM 2419, KCTC 3343, LMG 13348, MTCC 6150, NBRC 110726, NCIMB 14488, NCTC 11320, NRRL B-14737",1,"Staphylococcus hominis",1290.133,aerobe
,,,,,145391.8,
,,,,,GCA_002901845,
,,,,,GCA_900458635,
,,,,,PPQE00000000,
,,,,,UHDM00000000,
14657,R22,"DSM 15614, ATCC 700236, CCUG 42399, CIP 105719",1,"Staphylococcus hominis subsp. novobiosepticus",145393.3,aerobe
,,,,,GCA_002902465,
14556,,"DSM 20676, ATCC 43959, CCUG 30110, CCM 3834, SC 210",1,"Staphylococcus kloosii",29384.15,aerobe
,,,,,GCA_003019255,
14614,M340/94,"DSM 10244, CCUG 38494",1,"Staphylococcus lutrae",155085.7,aerobe
,,,,,2917434650,
,,,,,GCA_002902165,
14673,5402776,"DSM 23764, CCUG 55927, CSUR P23, CCM 7895",1,"Staphylococcus massiliensis",1189613.3,aerobe
,,,,,1189613.4,microaerophile
,,,,,2551306057,
,,,,,2917458906,
,,,,,GCA_000298075,
,,,,,GCA_002902705,
14672,4005-LJ(m),"DSM 22147, CCM 4903, CCUG 55861",1,"Staphylococcus microti",2627854114,aerobe
,,,,,2917456370,
,,,,,569857.6,
,,,,,569857.9,
,,,,,GCA_000934465,
,,,,,GCA_002902635,
14605,MB4,"DSM 7068, ATCC 49910, CCM 4175, CCUG 36972",1,"Staphylococcus muscae",1294.7,aerobe
,,,,,1294.8,
,,,,,1294.9,
,,,,,2917496769,
,,,,,GCA_002901905,
,,,,,GCA_003019275,
,,,,,GCA_014634965,
14652,CW1,"DSM 15150, CCUG 48991, CCM 7045, CIP 108211",1,"Staphylococcus nepalensis",214473.15,aerobe
,,,,,214473.24,
,,,,,2917442331,
,,,,,GCA_002902745,
,,,,,GCA_014635045,
132149,,"DSM 17225, CCM 8421, CCUG 62728, MCC 10046",1,"Staphylococcus croceilyticus",1679.138,aerobe
,,,,,319942.14,
,,,,,319942.6,
,,,,,GCA_004333575,
,,,,,GCA_004684875,
24597,SEQ110,"DSM 26618, CCM 8494, CCUG 62657, LMG 26879",1,"Staphylococcus petrasii",1077965.3,aerobe
,,,,,1077965.5,"facultative anaerobe"
,,,,,GCA_002902105,
,,,,,GCA_004745855,
132914,"P3751, NRL/St 10/1050","DSM 104505, CCM 8418, CCUG 62727",1,"Staphylococcus petrasii",1276936.4,aerobe
,,,,,1276937.3,
,,,,,1276937.5,
,,,,,2861319090,
,,,,,GCA_002902565,
,,,,,GCA_004684865,
132215,"NRL/St 12/356, P5397","DSM 102853, CCM 8529, LMG 28327, CCUG 72270",1,"Staphylococcus pragensis",1611836.3,aerobe
,,,,,1611836.4,
,,,,,1611836.5,
,,,,,GCA_004785665,
,,,,,GCA_014635505,
14671,B3117,"DSM 19554, CCUG 51270, CIP 107711",1,"Staphylococcus pettenkoferi",170573.30,aerobe
,,,,,170573.8,"facultative anaerobe"
,,,,,2917437079,
,,,,,GCA_002902685,
14670,"ON 86","DSM 21284, CCUG 49543, CIP 108864, LMG 22219, JCM 17571",1,"Staphylococcus pseudintermedius",283734.1041,aerobe
,,,,,283734.201,
,,,,,283734.2341,
,,,,,2917480293,
,,,,,2917482833,
,,,,,GCA_001792775,
,,,,,GCA_002902125,
,,,,,MLGE00000000,
,,,,,PPRB00000000,
153736,,"CCUG 50817, LMG 22220",0,"Staphylococcus pseudintermedius",283734.1772,aerobe
,,,,,GCA_007050575,
166184,S04009,"DSM 107950, CCUG 72763, NCTC 14184",1,"Staphylococcus pseudoxylosus",GCA_003697915,"facultative anaerobe"
,,,,,RCVN00000000,
14674,,"DSM 21968, CCUG 57266, ARI 262",1,"Staphylococcus rostri",2917432201,aerobe
,,,,,522262.5,"facultative anaerobe"
,,,,,GCA_002902145,
14567,S1,"DSM 20359, ATCC 14953, JCM 1768, CCUG 24040, CCUG 9989, CIP 103275, NCTC 11807, NRRL B-14778, VPI 5661",1,"Staphylococcus saccharolyticus",33028.10,anaerobe
,,,,,33028.25,
,,,,,33028.9,
,,,,,GCA_003968885,
,,,,,GCA_900458815,
,,,,,RXWW00000000,
,,,,,UHDZ00000000,
14601,GA211,"DSM 6628, ATCC 49545, CIP 104370, JCM 7470, CCUG 37248, CCM 4313, DSMZ 6628, GTC 510, LMG 22205",1,"Staphylococcus coagulans",2917424509,aerobe
,,,,,74706.5,
,,,,,GCA_002901995,
,,,,,PPQN00000000,
14568,N850274,"DSM 4807, ATCC 43808, CCUG 25351, NCTC 12218, CCM 4070",1,"Staphylococcus schleiferi",1295.64,aerobe
,,,,,1295.80,
,,,,,74707.3,
,,,,,GCA_003968865,
,,,,,GCA_011137195,
,,,,,GCA_900458895,
130707,FSA084,"CCUG 70918, DSM 28300, CIP 111114, JCM 31983, SSI 89.004, NCTC 13712",1,"Staphylococcus schweitzeri",1654388.6,aerobe
,,,,,1654388.7,
,,,,,1654388.8,
,,,,,2917426961,
,,,,,CCEL00000000,
,,,,,GCA_002902405,
,,,,,GCA_014877095,
,,,,,GCA_900636685,
,,,,,LR134304,
,,,,,PPQS00000000,
14631,,"DSM 20345, ATCC 29062, BCRC 12927, CCM 3473, CCUG 15598, CNCTC 5683, JCM 2425, NCTC 12103, SC 116, CIP 81.62, MTCC 6154, NRRL B-14777",1,"Mammaliicoccus sciuri",147467.21,aerobe
,,,,,147467.22,
,,,,,147467.8,
,,,,,2627854141,
,,,,,GCA_001046995,
,,,,,GCA_002901825,
,,,,,GCA_900474615,
,,,,,LEOS00000000,
,,,,,LS483305,
,,,,,PPQD00000000,
14664,R1-33,"DSM 16827, ATCC 700061, CIP 105829, CCUG 37923, CCM 4657",0,"Mammaliicoccus sciuri",147469.3,aerobe
,,,,,GCA_003968855,
14665,,"CCUG 51256, DSM 17636, CCM 7213, CIP 108931, LMG 22723",1,"Staphylococcus simiae",2513237273,aerobe
,,,,,308354.6,anaerobe
,,,,,911238.3,
,,,,,GCA_000235645,
,,,,,GCA_002902085,
14572,"MK 148","DSM 20322, ATCC 27848, CCM 2705, CCUG 7327 A, NCTC 11046, JCM 2424, BCRC 12928, CCUG 7327, CECT 4538, CIP 81.64, HAMBI 2058, NBRC 109714, NRRL B-14753, VTT E-97784",1,"Staphylococcus simulans",1286.118,aerobe
,,,,,1286.76,
,,,,,1286.80,
,,,,,GCA_002902285,
,,,,,GCA_900240105,
,,,,,GCA_900474685,
,,,,,LS483313,
,,,,,LT963435,
,,,,,PPRU00000000,
14603,CK27,"DSM 6718, ATCC 49330, CCUG 35143",1,"Staphylococcus ureilyticus",2917477538,aerobe
,,,,,94138.7,
,,,,,GCA_002902235,
14587,"AW 25","DSM 20316, ATCC 27836, CCM 2730, CCUG 7325, NCTC 11044, JCM 2415, BCRC 12929, CECT 236, CIP 81.65, KCTC 3340, LMG 13354, NBRC 109769, NRRL B-14736, VTT E-97785",1,"Staphylococcus warneri",1292.103,aerobe
,,,,,1292.58,
,,,,,596319.3,
,,,,,GCA_002901765,
,,,,,GCA_900636385,
,,,,,LR134269,
,,,,,PPPW00000000,
14599,"KL 162","CCUG 7324, NCTC 11043, DSM 20266, ATCC 29971, CCM 2738, JCM 2418, BCRC 12930, CECT 237, CIP 81.66, HAMBI 2057, KCTC 3342, LMG 20217, MTCC 6149, NBRC 109770, NCAIM B.02008, NRRL B-14776, VTT E-97787",1,"Staphylococcus xylosus",1288.120,aerobe
,,,,,1288.129,
,,,,,1288.130,
,,,,,1288.169,
,,,,,1288.190,
,,,,,GCA_002732165,
,,,,,GCA_002901985,
,,,,,GCA_007992815,
,,,,,GCA_900240095,
,,,,,GCA_900458755,
141644,,"CCUG 4314, NCTC 10517",0,"Staphylococcus xylosus",1288.170,aerobe
,,,,,GCA_900458865,
158479,,"DSM 106793, CGMCC 1.15879, SCSIO 07575",1,"Staphylospora marina",CP034118,aerobe
,,,,,CP034119,
4203,P8,"DSM 12710, JCM 10830",1,"Staphylothermus hellenicus",646564573,anaerobe
,,,,,CP002051,"obligate anaerobe"
,,,,,GCA_000092465,
4201,F1,"DSM 3639, JCM 9404, ATCC 43588",1,"Staphylothermus marinus",640069332,anaerobe
,,,,,CP000575,
,,,,,GCA_000015945,
133897,"CC-SPIO-10, CC-SP10-10","CCUG 59208, LMG 25538, CCM 7757, DSM 23284",1,"Stappia taiwanensis",992267.3,aerobe
,,,,,992267.6,
,,,,,GCA_013868145,
,,,,,GCA_014635285,
65,,"DSM 5901, ATCC 43931, AUCM B-1552, BKM B-1552, DSM 3699, VKM B-1552",1,"Stella vacuolata",217070.3,microaerophile
,,,,,2883517513,
,,,,,GCA_006739055,
166485,GT1R17,"CGMCC 1.16137, NBRC 113346",1,"Stenotrophobium rhamnosiphilum",2029166.3,aerobe
,,,,,GCA_003052265,
,,,,,QANS00000000,
17557,,"DSM 13117, ATCC 700916, CIP 106456, CCUG 46887, LMG 22073, AMX 19, JCM 13310",1,"Stenotrophomonas acidaminiphila",128780.7,aerobe
,,,,,2713896760,
,,,,,GCA_001431595,
,,,,,LDJO00000000,
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,"Stenotrophomonas bentonitica",1450134.7,aerobe
,,,,,GCA_013185915,
17568,LPM-5,"DSM 21508, CCUG 57178, VKM B-2486",1,"Stenotrophomonas chelatiphaga",2713896757,aerobe
,,,,,517011.3,
,,,,,GCA_001431535,
166347,TPQG1-4,"CFCC 15341, LMG 31208",1,"Stenotrophomonas cyclobalanopsidis",GCA_008710035,"facultative anaerobe"
,,,,,VYKI00000000,
133582,MJ03,"KCTC 22451, JCM 16244, CCUG 59871",1,"Stenotrophomonas daejeonensis",2713896761,aerobe
,,,,,659018.3,
,,,,,GCA_001431505,
,,,,,LDJP00000000,
17569,DCY-01,"DSM 24757, KCTC 12539, NBRC 101154, CCUG 59870",1,"Stenotrophomonas ginsengisoli",2713896759,aerobe
,,,,,336566.3,
,,,,,GCA_001431485,
17566,R-32729,"DSM 18929, LMG 23959, CCUG 54881",1,"Stenotrophomonas humi",2713896756,aerobe
,,,,,405444.3,
,,,,,GCA_001431415,
17561,TR6-01,"DSM 17805, JCM 13256, KCTC 12211, CCUG 53887, CIP 109170",1,"Stenotrophomonas koreensis",266128.3,aerobe
,,,,,2671180796,
,,,,,GCA_001431525,
,,,,,LDJH00000000,
158735,M15,"LMG 29943, DSM 104152",1,"Stenotrophomonas lactitubi",2869333513,"obligate aerobe"
,,,,,GCA_002803515,
17532,"67, 810-2","DSM 50170, ATCC 13637, ICPB 2648-67, NCIB 9203, NCTC 10257, CCUG 5866, LMG 958, NCPPB 1974, JCM 1975, BCRC 10737, CCM 1640, CECT 115, CGMCC 1.1788, CIP 60.77, GIFU 418, IAM 12423, IFO 14161, IMET 10402, NBRC 14161, NCIMB 9203, NRC 729, NRRL B-2756, VKM B-591",1,"Stenotrophomonas maltophilia",1220593.3,aerobe
,,,,,2623620580,
,,,,,2731957641,
,,,,,2850698245,
,,,,,40324.1221,
,,,,,40324.191,
,,,,,40324.252,
,,,,,GCA_001591205,
,,,,,GCA_001997185,
,,,,,GCA_900113425,
17554,560,"DSM 24970, ATCC 13636, CCM 1639, CCTM La1858, CDC 3903, LMG 961, NCTC 10258, CCUG 72272",0,"Stenotrophomonas maltophilia",2847471704,aerobe
,,,,,40324.969,
,,,,,GCA_900475405,
17555,L2,"CCUG 46888, CIP 107228, LMG 22074, DSM 12575, ATCC BAA 12, JCM 13311",1,"Stenotrophomonas nitritireducens",2713896755,aerobe
,,,,,83617.3,
,,,,,GCA_001431425,
,,,,,LDJG00000000,
155979,,"CCUG 59872, KCTC 22893, JCM 16536",1,"Stenotrophomonas panacihumi",2744054482,aerobe
,,,,,676599.3,
,,,,,GCA_001431645,
,,,,,LLXU00000000,
13146,,"DSM 19282, ATCC 23328, CCM 284, CIP 103273, JCM 9942, LMG 981, NCIMB 9152, VKM 1240, BCRC 15831, CCEB 322, CCUG 1823, CCUG 3368, KCTC 12497, NCAIM B.01950, NRRL B-2543, VKM B-1240",1,"Stenotrophomonas pictorum",1236960.5,aerobe
,,,,,2713896885,
,,,,,2728369656,
,,,,,40324.139,
,,,,,GCA_001310775,
,,,,,GCA_001431585,
,,,,,LLXS00000000,
17560,"e-p10, p69","DSM 14405, ATCC BAA 473, CCUG 54934, JCM 13333, CCUG 47042, CIP 107801",1,"Stenotrophomonas rhizophila",216778.7,aerobe
,,,,,2576861471,
,,,,,CP007597,
,,,,,GCA_000661955,
17567,R-32768,"CCUG 54880, DSM 18941, CIP 109813, LMG 23958",1,"Stenotrophomonas terrae",2675903279,aerobe
,,,,,405446.3,
,,,,,GCA_001431465,
140908,T5916-2-1b,"JCM 30961, NCIMB 15009",1,"Stenotrophomonas tumulicola",1685415.3,"obligate aerobe"
,,,,,GCA_014117215,
10517,TAM-DN1,"DSM 19021",1,"Stenoxybacter acetivorans",1123296.3,microaerophile
,,,,,2571042003,
,,,,,GCA_000745895,
17663,FS,"DSM 18526, JCM 14622",1,"Steroidobacter denitrificans",2721755797,aerobe
,,,,,465721.9,anaerobe
,,,,,GCA_001579945,
166250,JW-3,"CCTCC AB 2018184, KCTC 62820",1,"Steroidobacter soli",2887356921,aerobe
,,,,,GCA_004138485,
,,,,,RYEV00000000,
13907,Chol-1S,"DSM 13999, ATCC BAA 354, Chol chol1, Chol 1",1,"Sterolibacterium denitrificans",157592.11,aerobe
,,,,,2690315849,anaerobe
,,,,,GCA_001586935,
160127,"Pla52n, Pla52neu","DSM 102885, LMG 29463, VKM B-3447",1,"Stieleria varia",GCA_007860045,aerobe
14871,JL83,"DSM 41753, KCTC 9910, JCM 12363, BCRC 16805, CGMCC 4.1812, NBRC 100918",1,"Streptacidiphilus albus",105425.3,aerobe
,,,,,1449352.3,
,,,,,2574179785,
,,,,,2706794554,
,,,,,BBPL00000000,
,,,,,GCA_000744705,
,,,,,GCA_000787755,
,,,,,JQML00000000,
134320,AM11,"NBRC 103185, KCTC 19278, DSM 108658, JCM 16223",1,"Streptacidiphilus anmyonensis",2671180344,aerobe
,,,,,405782.3,
,,,,,BBPQ00000000,
,,,,,GCA_000787855,
158494,15-057A,"DSM 106435, ATCC BAA 2934",1,"Streptacidiphilus bronchialis",2126346.3,aerobe
,,,,,2856716682,
,,,,,GCA_003258605,
14872,JL415,"DSM 41754, KCTC 9912, JCM 12364, BCRC 16806, CGMCC 4.1810, NBRC 100919, NCIMB 13798",1,"Streptacidiphilus carbonis",105422.3,aerobe
,,,,,2706794555,
,,,,,BBPM00000000,
,,,,,GCA_000787775,
14878,33214,"DSM 45096, AS 4.1857, CIP 109030, JCM 12277, KCTC 19219, NBRC 100920, BCRC 16803, CGMCC 4.1857",1,"Streptacidiphilus jiangxiensis",235985.3,aerobe
,,,,,235985.5,
,,,,,2675903135,
,,,,,BBPN00000000,
,,,,,FOAZ00000000,
,,,,,GCA_000787795,
,,,,,GCA_900109465,
134322,SB-B34,"NBRC 103184, KCTC 19280, DSM 108659, JCM 16224",1,"Streptacidiphilus melanogenes",2706794556,aerobe
,,,,,411235.3,
,,,,,BBPP00000000,
,,,,,GCA_000787835,
14873,JL206,"DSM 41755, KCTC 9911, JCM 12365, BCRC 16807, CGMCC 4.1811, NBRC 100921, NCIMB 13797",1,"Streptacidiphilus neutrinimicus",105420.3,aerobe
,,,,,2671180946,
,,,,,BBPO00000000,
,,,,,GCA_000787815,
14879,TH49,"DSM 45098, CGMCC 4.2012, CIP 109342, JCM 13271, KCTC 19220, BCRC 16837",1,"Streptacidiphilus oryzae",1449353.3,aerobe
,,,,,2574179794,
,,,,,GCA_000744815,
,,,,,JQMQ00000000,
159753,MMS16-CNU450,"KCTC 49008, JCM 32300",1,"Streptacidiphilus pinicola",2856758937,aerobe
,,,,,GCA_003258295,
,,,,,QKYN00000000,
134321,AM16,"NBRC 103186, KCTC 19279, DSM 108660, JCM 16225",1,"Streptacidiphilus rugosus",JQMJ00000000,aerobe
131364,131000547,"DSM 29248, CCM 8542, CCUG 66203, DSM 29548",1,"Streptobacillus felis",2681813364,microaerophile
,,,,,GCA_001559775,
17869,9901,"DSM 12112, ATCC 14647, CCUG 13453, CCUG 2469, NCTC 10651",1,"Streptobacillus moniliformis",2834211295,microaerophile
,,,,,34105.47,
,,,,,519441.6,
,,,,,519441.8,
,,,,,646311956,
,,,,,GCA_000024565,
,,,,,GCA_900458955,
14711,,"DSM 20622, ATCC 51725, CCUG 27296, LMG 17755, NCDO 2025, LMG 17296, CIP 82.4",1,"Streptococcus acidominimus",GCA_001921825,aerobe
,,,,,,microaerophile
14712,"G 19","CCUG 4208, CIP 103227, JCM 5671, DSM 2134, ATCC 13813, NCTC 8181, BCRC 10787, BIOTECH 10527, CECT 183, LMG 14694, NCAIM B.01882, NCFB 1348, NCIMB 701348, VTT E-97858",1,"Streptococcus agalactiae",1311.2442,aerobe
,,,,,2537561940,microaerophile
,,,,,2917287493,
,,,,,888745.3,
,,,,,GCA_000186445,
,,,,,GCA_900458965,
14713,,"DSM 6784, ATCC 27956, CCUG 34230, NADC 44",0,"Streptococcus agalactiae",1154862.3,microaerophile
,,,,,2548876895,
,,,,,GCA_000323085,
14714,"ND 2-22","DSM 16828, ATCC 51487, CIP 103768, LMG 15977, JCM 32209",0,"Streptococcus difficilis",1261567.3,microaerophile
151408,,"CCUG 44050",0,"Streptococcus agalactiae",1105261.3,anaerobe
,,,,,2671180277,
,,,,,GCA_000311205,
151430,,"CCUG 44074",0,"Streptococcus agalactiae",1105262.3,anaerobe
,,,,,2706794504,microaerophile
,,,,,GCA_000310505,
151433,,"CCUG 44077",0,"Streptococcus agalactiae",1154817.3,microaerophile
,,,,,2529293094,
,,,,,GCA_000288875,
151460,,"CCUG 44104",0,"Streptococcus agalactiae",1105263.3,microaerophile
,,,,,2698536674,
,,,,,GCA_000311225,
151465,,"CCUG 44110",0,"Streptococcus agalactiae",1105264.3,microaerophile
,,,,,2698536619,
,,,,,GCA_000310525,
151488,,"CCUG 44140",0,"Streptococcus agalactiae",1105265.3,aerobe
,,,,,2706794505,
,,,,,GCA_000311585,
151515,,"CCUG 44186",0,"Streptococcus agalactiae",1105266.3,microaerophile
,,,,,GCA_000311245,
152650,,"CCUG 47293",0,"Streptococcus agalactiae",1105268.3,microaerophile
,,,,,GCA_000310765,
153313,,"CCUG 49072",0,"Streptococcus agalactiae",1105269.3,microaerophile
,,,,,2534682064,
,,,,,GCA_000311625,
153314,,"CCUG 49086",0,"Streptococcus agalactiae",1105270.3,microaerophile
,,,,,2698536685,
,,,,,GCA_000311645,
153315,,"CCUG 49087",0,"Streptococcus agalactiae",1154818.3,microaerophile
,,,,,2529293095,
,,,,,GCA_000288895,
153316,,"CCUG 49100",0,"Streptococcus agalactiae",1105271.3,microaerophile
,,,,,2706794506,
,,,,,GCA_000310785,
14717,"Havill III. (R. Lancefield F68A)","DSM 20563, ATCC 12395, ATCC 33397, NCTC 10713, CCUG 27298, LMG 14502, JCM 12993, CCUG 35776, CIP 102921, HAMBI 1525, NCFB 2496",1,"Streptococcus anginosus",1000570.3,microaerophile
,,,,,1000570.31,
,,,,,1000570.8,
,,,,,1000570.9,
,,,,,1328.317,
,,,,,1328.82,
,,,,,2515154090,
,,,,,2602041681,
,,,,,GCA_000214555,
,,,,,GCA_000373605,
24605,SK1267,"DSM 25818, CCUG 39159, CIP 110790",1,"Streptococcus anginosus subsp. whileyi",1095729.3,microaerophile
,,,,,1328.225,
,,,,,2558860192,
,,,,,2748301.3,
,,,,,GCA_000257765,
14816,AI-1,"CCUG 45919, CIP 107167, DSM 15627, ATCC 700641, NCTC 13166",1,"Streptococcus australis",113107.3,microaerophile
,,,,,2808606731,
,,,,,649990003,
,,,,,888833.12,
,,,,,888833.3,
,,,,,GCA_000186465,
,,,,,GCA_000222745,
,,,,,GCA_900476055,
157075,12-5202,"CCUG 69378, DSM 103678",1,"Streptococcus azizii",GCA_001984715,microaerophile
14840,151T,"DSM 19004, ATCC BAA 1485, CCUG 55775",1,"Streptococcus caballi",1123298.3,"facultative anaerobe"
,,,,,2515154033,microaerophile
,,,,,GCA_000379985,
14720,STR-T1,"DSM 20715, ATCC 43496, CCUG 27661, CIP 103223, CNCTC 18/89, NCTC 12191",1,"Streptococcus canis",1329.38,microaerophile
,,,,,482234.3,
,,,,,GCA_900636575,
14827,M605815/03/2,"DSM 17536, CCUG 48115, CIP 108205",1,"Streptococcus castoreus",1123299.3,anaerobe
,,,,,2523533613,"facultative anaerobe"
,,,,,GCA_000425025,microaerophile
158498,Z15,"DSM 106182, CGMCC 1.16529",1,"Streptococcus chenjunshii",CP031733,"facultative anaerobe"
,,,,,GCA_003086355,
14722,4055,"DSM 20575, ATCC 27823, CIP 103247, CCUG 24889, NCTC 11325, LMG 14507, JCM 12994, KCTC 15405, VPI 3810, NCDO 2226, NCIMB 702226",1,"Streptococcus constellatus",184246.4,anaerobe
,,,,,76860.11,
,,,,,76860.28,
,,,,,GCA_008633005,
,,,,,GCA_900459125,
24606,SK1359,"DSM 25819, CCUG 62387, CIP 110789",1,"Streptococcus constellatus subsp. viborgensis",76860.27,microaerophile
14723,HS6,"CCUG 27300, CCM 6069, DSM 20562, ATCC 19642, JCM 31114, CECT 4037, CIP 102510, CNCTC 6720, HAMBI 1517, KCTC 3640, LMG 14508, NCFB 2720, NCIMB 702720, NCTC 12277",1,"Streptococcus criceti",1333.3,microaerophile
,,,,,GCA_900459215,
14795,CR311,"DSM 8249, ATCC 51100, NCTC 12479, CCUG 33481, LMG 16320, JCM 31122, CIP 105954",1,"Streptococcus cristatus",649990004,microaerophile
,,,,,889201.11,
,,,,,889201.20,
,,,,,889201.21,
,,,,,889201.3,
,,,,,CP050133,
,,,,,GCA_000187855,
,,,,,GCA_000222765,
,,,,,GCA_011612585,
,,,,,GCA_900475445,
156775,,"CCUG 65085, CECT 8498",1,"Streptococcus cuniculi",GCA_001921845,microaerophile
14834,,"DSM 19639, CCUG 47155, CIP 107809",1,"Streptococcus devriesei",1123300.3,microaerophile
,,,,,2524614607,
,,,,,GCA_000423725,
14814,,"DSM 15616, ATCC 700828, CCUG 45419, WADDL 94-11374-1",1,"Streptococcus didelphis",1123301.3,aerobe
,,,,,2515154028,anaerobe
,,,,,GCA_000380005,microaerophile
14793,MFe28,"DSM 5635, ATCC 33748, NCTC 11391, CCUG 24890, JCM 31115, BCRC 14752, CIP 103222, CNCTC 6691, KCTC 3634, LMG 14514",1,"Streptococcus downei",764290.3,microaerophile
,,,,,GCA_900459175,
14799,0134,"DSM 20662, ATCC 43078, NCDO 2023, CCUG 27301, LMG 16023, LMG 15885",1,"Streptococcus dysgalactiae",1334.232,microaerophile
14801,,"DSM 23147, CCUG 36637, CCUG 36913, CIP 105120, LMG 16026, NCIMB 701356 (formerly NCFB 1356)",1,"Streptococcus dysgalactiae subsp. equisimilis",1000589.3,microaerophile
,,,,,1334.230,
,,,,,2926464969,
14800,"LRA 06 11 76","CCUG 4211, LMG 15819, CIP 103684, DSM 6176, ATCC 35666, NCTC 8543",0,"Streptococcus dysgalactiae subsp. equisimilis",119602.195,microaerophile
,,,,,1334.229,
,,,,,GCA_900460145,
14809,,"DSM 14446, CCUG 44616, CECT 5353, CIP 107435, LMG 21848, JCM 12180",1,"Streptococcus entericus",1123302.3,microaerophile
,,,,,2515154023,
,,,,,ARCC00000000,
,,,,,GCA_000380025,
14724,"C 15","DSM 20561, ATCC 33398, NCDO 2493, NCTC 9682, CCUG 23255, LMG 15886, CIP 102910",1,"Streptococcus equi",1336.4,microaerophile
,,,,,1336.5,
,,,,,148942.550,
,,,,,2681812816,
,,,,,2684622844,
,,,,,GCA_900110405,
,,,,,GCA_900156215,
,,,,,GCA_900637675,
14824,,"DSM 17037, CCUG 47520, CECT 5772, CIP 108587",1,"Streptococcus equi subsp. ruminatorum",1051981.3,microaerophile
,,,,,2590828658,
14725,"S 34","CCUG 23256, NCTC 4676, CIP 103228, DSM 20727, ATCC 43079, NCDO 1358, NCTC 7023",1,"Streptococcus equi subsp. zooepidemicus",40041.60,microaerophile
,,,,,40041.61,
,,,,,GCA_900459475,
,,,,,GCA_900460185,
14727,Hl2B,"DSM 20558, ATCC 9812, NCDO 1037, CCUG 27302, IFO 12553, JCM 7879, BCRC 12578, CECT 973, CGMCC 1.2506, CIP 102504, HAMBI 1572, LMG 14897, NBRC 12553, NCIMB 701037, NCTC 12969",1,"Streptococcus equinus",1335.79,microaerophile
,,,,,525379.3,
,,,,,649990006,
,,,,,GCA_000187265,
,,,,,GCA_900459295,
14719,"Pearl 11","DSM 20480, ATCC 33317, NCDO 597, NCTC 8177, WDCM 00133, JCM 5802, ACM 3539, CCUG 17828, CCUG 34832, CECT 213, CECT 974, CGMCC 1.2502, CIP 102302, JCM 7877, LMG 8518, NCIMB 700597",0,"Streptococcus equinus",1210006.5,microaerophile
,,,,,2600255054,
,,,,,GCA_000747195,
137757,,"CIP 82.5, NCDO 2491, NCTC 10386, CCUG 4213",0,"Streptococcus equinus",1335.80,anaerobe
,,,,,GCA_900459945,microaerophile
14729,8S1,"DSM 20646, ATCC 33477",1,"Streptococcus ferus",1123303.3,anaerobe
,,,,,2515154024,
,,,,,GCA_000372425,
14811,"SVSJ 13156","DSM 15349, CCUG 42692, CIP 10787, CIP 107087, LMG 21849, JCM 12181",1,"Streptococcus gallinaceus",2928547191,aerobe
,,,,,,microaerophile
14821,,"DSM 16831, ACM 3611, CCUG 35224, CIP 105428, JCM 10005, LMG 16802, CIP 105425, NCTC 13773",1,"Streptococcus gallolyticus",1258574.3,aerobe
,,,,,2917282946,microaerophile
,,,,,315405.22,
,,,,,CP018822,
,,,,,GCA_002000985,
,,,,,GCA_900475715,
,,,,,LS483409,
14819,,"CCUG 39970, ACA-DC 206, LMG LAB 617, CIP 105683, ATCC BAA 249, DSM 15879, JCM 11119, LMG 18488, NCTC 13767",1,"Streptococcus gallolyticus subsp. macedonicus",2901051635,microaerophile
,,,,,315405.110,
,,,,,315405.31,
,,,,,GCA_900459545,
,,,,,UHFM00000000,
14790,SK3,"DSM 6777, ATCC 10558, CIP 105258, NCTC 7865, JCM 12995, CCUG 25608, CCUG 33482, CCUG 35801, LMG 14518",1,"Streptococcus gordonii",1302.168,microaerophile
,,,,,1302.19,
,,,,,1302.20,
,,,,,1302.425,
,,,,,2728369123,
,,,,,2823469221,
,,,,,GCA_001469295,
,,,,,GCA_001553855,
,,,,,GCA_900475015,
14791,,"DSM 20568, ATCC 33399, NCTC 3165, CCUG 18374, LMG 14516, LMG 14648",0,"Streptococcus gordonii",1302.169,microaerophile
,,,,,1302.426,
,,,,,2909141109,
,,,,,GCA_900475385,
14823,,"DSM 17028, CCUG 48324, CIP 108195, SAC M512/02/01",1,"Streptococcus halichoeri",254785.38,"facultative anaerobe"
,,,,,GCA_009870755,microaerophile
